ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category,Label,Score
62587,1,5) $500 - $750,618.13,1,1,Urban,1,Web,Mens E-Mail,5,1,0.7015
62588,11,3) $200 - $350,273.53,0,1,Rural,0,Web,Womens E-Mail,1,0,0.104
62589,7,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,6,0,0.0029
62590,1,5) $500 - $750,744.74,1,1,Urban,1,Phone,No E-Mail,11,1,0.9453
62591,9,2) $100 - $200,142.63,1,0,Urban,1,Phone,No E-Mail,6,0,0.0005
62592,1,1) $0 - $100,55.71,0,1,Urban,0,Web,No E-Mail,5,0,0.1452
62593,4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0717
62594,2,2) $100 - $200,141.81,1,0,Urban,1,Web,Mens E-Mail,2,0,0.2625
62595,7,1) $0 - $100,67.21,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0825
62596,2,"7) $1,000 +",2081.2,0,1,Surburban,1,Multichannel,Mens E-Mail,3,1,1
62597,9,2) $100 - $200,148.61,1,0,Rural,1,Phone,No E-Mail,6,0,0.0015
62598,3,5) $500 - $750,565.68,1,0,Urban,1,Web,Mens E-Mail,2,1,0.6359
62599,9,3) $200 - $350,234.3,1,0,Urban,0,Web,Mens E-Mail,2,0,0.0962
62600,11,2) $100 - $200,131.17,0,1,Urban,1,Web,Mens E-Mail,3,0,0.0148
62601,9,2) $100 - $200,153.11,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0241
62602,8,1) $0 - $100,36.97,0,1,Surburban,1,Web,No E-Mail,5,0,0.0087
62603,2,3) $200 - $350,289.96,1,1,Urban,0,Multichannel,Mens E-Mail,5,1,0.6779
62604,5,1) $0 - $100,76.41,0,1,Urban,1,Web,No E-Mail,5,0,0.0259
62605,3,1) $0 - $100,98.21,0,1,Urban,0,Phone,No E-Mail,5,0,0.0717
62606,2,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.412
62607,1,4) $350 - $500,351.73,0,1,Rural,1,Phone,Womens E-Mail,1,1,0.8402
62608,2,2) $100 - $200,123.13,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0373
62609,9,2) $100 - $200,177.31,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0293
62610,5,1) $0 - $100,81.02,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0029
62611,1,3) $200 - $350,233.81,0,1,Surburban,0,Web,Mens E-Mail,3,1,0.6569
62612,6,2) $100 - $200,190.88,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.1069
62613,11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0009
62614,2,1) $0 - $100,68.82,1,0,Surburban,0,Web,No E-Mail,6,0,0.016
62615,4,4) $350 - $500,463.26,0,1,Urban,0,Web,No E-Mail,5,0,0.3226
62616,9,2) $100 - $200,155.06,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0222
62617,3,2) $100 - $200,139.6,1,0,Rural,1,Web,Womens E-Mail,4,0,0.0908
62618,10,4) $350 - $500,481.26,1,0,Urban,0,Web,Mens E-Mail,2,0,0.2873
62619,6,4) $350 - $500,478.39,1,0,Surburban,0,Multichannel,Womens E-Mail,4,0,0.212
62620,10,4) $350 - $500,484.73,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.2012
62621,4,3) $200 - $350,252.22,1,0,Surburban,0,Web,No E-Mail,6,0,0.0144
62622,8,2) $100 - $200,135.01,1,0,Surburban,1,Web,No E-Mail,6,0,0.001
62623,11,2) $100 - $200,191.45,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.0232
62624,9,1) $0 - $100,46.84,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0021
62625,1,2) $100 - $200,105.85,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.2439
62626,1,"6) $750 - $1,000",833.79,1,1,Urban,1,Web,No E-Mail,11,1,0.9996
62627,2,2) $100 - $200,153.94,0,1,Urban,0,Phone,No E-Mail,5,0,0.0786
62628,8,2) $100 - $200,146.86,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0179
62629,10,1) $0 - $100,72.16,1,0,Urban,1,Phone,No E-Mail,6,0,0.0005
62630,2,1) $0 - $100,54.73,0,1,Rural,1,Web,Mens E-Mail,3,1,0.5693
62631,2,1) $0 - $100,72.86,1,0,Urban,1,Phone,No E-Mail,6,0,0.0064
62632,9,3) $200 - $350,273.42,1,1,Urban,0,Web,No E-Mail,11,0,0.478
62633,1,5) $500 - $750,535.32,1,0,Urban,1,Multichannel,Womens E-Mail,4,0,0.3004
62634,5,2) $100 - $200,135.48,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0111
62635,3,1) $0 - $100,91.42,0,1,Surburban,1,Web,No E-Mail,5,0,0.0767
62636,1,3) $200 - $350,223.8,0,1,Urban,0,Phone,Mens E-Mail,3,1,0.5363
62637,1,3) $200 - $350,216.63,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.4296
62638,10,1) $0 - $100,77.91,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0388
62639,6,5) $500 - $750,510.81,0,1,Urban,1,Multichannel,No E-Mail,5,0,0.1846
62640,1,1) $0 - $100,92.89,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0648
62641,8,1) $0 - $100,79.8,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.0383
62642,1,"7) $1,000 +",1121.22,1,1,Urban,1,Multichannel,Womens E-Mail,5,1,1
62643,10,1) $0 - $100,74.14,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0032
62644,1,2) $100 - $200,127.03,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.3952
62645,1,3) $200 - $350,218.07,1,1,Rural,1,Phone,Mens E-Mail,5,1,0.6177
62646,5,3) $200 - $350,298.85,0,1,Rural,0,Phone,No E-Mail,5,0,0.149
62647,4,4) $350 - $500,371.5,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.3754
62648,9,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6,0,0.0005
62649,3,3) $200 - $350,294.76,0,1,Rural,0,Web,No E-Mail,5,0,0.4665
62650,9,3) $200 - $350,270.61,1,1,Surburban,0,Phone,No E-Mail,11,0,0.3624
62651,2,5) $500 - $750,559.63,1,0,Urban,1,Multichannel,No E-Mail,6,0,0.0894
62652,1,1) $0 - $100,98.32,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.4046
62653,1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.2676
62654,8,5) $500 - $750,520.09,1,1,Surburban,1,Web,Mens E-Mail,5,0,0.1369
62655,7,2) $100 - $200,165.26,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.091
62656,5,5) $500 - $750,623.74,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.2553
62657,1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.2938
62658,3,1) $0 - $100,94.22,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0322
62659,11,"6) $750 - $1,000",863.64,1,0,Surburban,1,Multichannel,No E-Mail,6,0,0.332
62660,12,1) $0 - $100,32.85,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.0283
62661,5,3) $200 - $350,206.35,0,1,Urban,0,Web,Mens E-Mail,3,0,0.3084
62662,5,3) $200 - $350,289.18,1,0,Urban,1,Phone,No E-Mail,6,0,0.0044
62663,10,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,5,0,0.007
62664,2,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.2588
62665,5,3) $200 - $350,234.88,1,0,Urban,0,Multichannel,Mens E-Mail,2,0,0.3895
62666,10,2) $100 - $200,129.49,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0175
62667,10,1) $0 - $100,67.7,1,0,Surburban,1,Web,No E-Mail,6,0,0.0009
62668,6,1) $0 - $100,75.48,0,1,Urban,0,Web,Womens E-Mail,1,0,0.1219
62669,3,1) $0 - $100,91.19,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0057
62670,3,3) $200 - $350,276.21,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.3857
62671,3,1) $0 - $100,57.01,0,1,Urban,1,Web,Mens E-Mail,3,0,0.2845
62672,3,"6) $750 - $1,000",795.06,0,1,Surburban,1,Multichannel,No E-Mail,5,1,0.9896
62673,7,3) $200 - $350,205.26,1,1,Surburban,1,Web,Womens E-Mail,5,0,0.083
62674,8,1) $0 - $100,88.5,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.028
62675,6,2) $100 - $200,142.63,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0018
62676,5,1) $0 - $100,59.77,0,1,Urban,0,Web,Mens E-Mail,3,0,0.1649
62677,1,2) $100 - $200,187.98,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0682
62678,3,1) $0 - $100,92.07,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0087
62679,2,5) $500 - $750,639.69,1,1,Urban,1,Web,No E-Mail,11,1,0.95
62680,5,2) $100 - $200,108.62,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.1056
62681,5,3) $200 - $350,293.41,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0166
62682,10,1) $0 - $100,79.06,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0005
62683,10,1) $0 - $100,44.55,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.0336
62684,2,3) $200 - $350,240.88,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.4951
62685,1,2) $100 - $200,152.37,0,1,Urban,0,Web,No E-Mail,5,0,0.1418
62686,1,3) $200 - $350,243.25,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.4868
62687,2,3) $200 - $350,241.79,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.4613
62688,6,5) $500 - $750,645.45,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.3643
62689,7,3) $200 - $350,271.1,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0169
62690,6,3) $200 - $350,272.95,1,0,Urban,0,Multichannel,Womens E-Mail,4,0,0.066
62691,6,2) $100 - $200,145.62,1,0,Urban,0,Web,No E-Mail,6,0,0.0044
62692,2,2) $100 - $200,157.14,0,1,Urban,0,Web,No E-Mail,5,0,0.122
62693,1,5) $500 - $750,653.78,0,1,Urban,1,Multichannel,Mens E-Mail,3,1,0.8561
62694,5,2) $100 - $200,102.39,0,1,Urban,0,Web,Mens E-Mail,3,0,0.1594
62695,12,1) $0 - $100,60.64,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0151
62696,12,1) $0 - $100,31.27,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0187
62697,9,3) $200 - $350,259.93,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.119
62698,3,2) $100 - $200,193.46,1,0,Urban,1,Phone,No E-Mail,6,0,0.0056
62699,9,1) $0 - $100,51.75,0,1,Rural,0,Web,Mens E-Mail,3,0,0.1432
62700,3,5) $500 - $750,573.05,0,1,Surburban,1,Multichannel,Mens E-Mail,3,1,0.7931
62701,11,1) $0 - $100,68.75,0,1,Rural,1,Phone,No E-Mail,5,0,0.0057
62702,3,1) $0 - $100,53.65,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.1654
62703,8,1) $0 - $100,83.48,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0447
62704,10,1) $0 - $100,73.09,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0223
62705,3,2) $100 - $200,109.65,1,0,Rural,1,Web,Womens E-Mail,4,0,0.0902
62706,3,4) $350 - $500,380.96,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.2088
62707,7,1) $0 - $100,75.9,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0621
62708,1,3) $200 - $350,296.52,1,0,Surburban,0,Multichannel,No E-Mail,6,0,0.0748
62709,10,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,5,0,0.0075
62710,4,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,3,0,0.2106
62711,9,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,5,0,0.0116
62712,8,4) $350 - $500,384.65,1,1,Urban,0,Phone,Womens E-Mail,5,0,0.1323
62713,3,3) $200 - $350,212.53,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.41
62714,2,3) $200 - $350,260.24,0,1,Urban,1,Web,No E-Mail,5,0,0.1786
62715,6,2) $100 - $200,115.34,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0576
62716,5,1) $0 - $100,98.82,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0909
62717,11,1) $0 - $100,76.96,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.0117
62718,9,1) $0 - $100,44.81,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0183
62719,2,3) $200 - $350,347.99,1,1,Urban,1,Web,Mens E-Mail,5,0,0.4546
62720,6,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,5,0,0.0241
62721,1,"7) $1,000 +",1502.12,0,1,Surburban,1,Multichannel,No E-Mail,5,1,1
62722,5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0541
62723,7,2) $100 - $200,156.44,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0511
62724,12,3) $200 - $350,222.15,1,1,Urban,0,Phone,Womens E-Mail,5,0,0.0192
62725,11,3) $200 - $350,262.61,1,1,Surburban,0,Web,Mens E-Mail,5,0,0.0395
62726,10,1) $0 - $100,37.42,1,0,Urban,0,Phone,No E-Mail,6,0,0.0008
62727,10,3) $200 - $350,331.83,1,0,Urban,0,Web,No E-Mail,6,0,0.0032
62728,1,3) $200 - $350,312.33,0,1,Urban,1,Multichannel,No E-Mail,5,0,0.319
62729,9,1) $0 - $100,79.02,0,1,Urban,1,Phone,No E-Mail,5,0,0.0047
62730,9,2) $100 - $200,160.37,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0033
62731,2,3) $200 - $350,254.82,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.4133
62732,6,2) $100 - $200,188.69,1,0,Surburban,1,Web,No E-Mail,6,0,0.003
62733,4,2) $100 - $200,107.85,0,1,Urban,0,Web,No E-Mail,5,0,0.0502
62734,10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0357
62735,7,2) $100 - $200,113.54,1,0,Surburban,0,Web,No E-Mail,6,0,0.0028
62736,7,4) $350 - $500,378.46,1,0,Rural,0,Web,Womens E-Mail,4,0,0.2022
62737,4,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0145
62738,1,1) $0 - $100,45.05,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0646
62739,11,2) $100 - $200,172.85,1,0,Urban,0,Web,Mens E-Mail,2,0,0.0185
62740,2,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,6,0,0.0186
62741,2,2) $100 - $200,189.54,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.4089
62742,9,2) $100 - $200,143.66,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0286
62743,7,5) $500 - $750,508.05,1,0,Urban,1,Multichannel,Womens E-Mail,4,0,0.0587
62744,2,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0368
62745,2,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,2,1,0.6211
62746,3,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,2,0,0.3665
62747,7,4) $350 - $500,358.24,1,0,Urban,1,Multichannel,Womens E-Mail,4,0,0.0881
62748,1,5) $500 - $750,518.81,1,0,Surburban,1,Multichannel,No E-Mail,6,0,0.0999
62749,3,4) $350 - $500,352.18,0,1,Urban,0,Web,Womens E-Mail,1,1,0.7676
62750,9,1) $0 - $100,63.63,1,0,Urban,1,Phone,No E-Mail,6,0,0.0005
62751,10,3) $200 - $350,203.36,1,1,Urban,0,Phone,Mens E-Mail,5,0,0.0539
62752,4,3) $200 - $350,220.34,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.1652
62753,3,1) $0 - $100,31.11,1,0,Surburban,0,Web,No E-Mail,6,0,0.0141
62754,10,1) $0 - $100,87.5,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.005
62755,1,2) $100 - $200,137.1,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0075
62756,5,2) $100 - $200,140.75,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0587
62757,10,3) $200 - $350,283.61,1,1,Surburban,1,Phone,Mens E-Mail,5,0,0.0381
62758,4,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,1,0,0.1105
62759,9,2) $100 - $200,154.58,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.0534
62760,1,2) $100 - $200,150.49,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0075
62761,6,1) $0 - $100,41.67,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0936
62762,2,3) $200 - $350,306.36,1,0,Surburban,0,Multichannel,Womens E-Mail,4,0,0.207
62763,10,3) $200 - $350,231.44,0,1,Rural,0,Phone,No E-Mail,5,0,0.0452
62764,3,4) $350 - $500,360.82,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0634
62765,3,4) $350 - $500,414.67,1,0,Urban,0,Web,Womens E-Mail,4,0,0.3058
62766,1,1) $0 - $100,96.03,0,1,Rural,1,Phone,Mens E-Mail,3,0,0.4928
62767,12,1) $0 - $100,64.63,0,1,Surburban,1,Web,No E-Mail,5,0,0.0039
62768,10,3) $200 - $350,211.72,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.0723
62769,12,"6) $750 - $1,000",893.17,1,1,Urban,1,Multichannel,No E-Mail,11,1,0.9947
62770,5,2) $100 - $200,183.21,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0105
62771,2,2) $100 - $200,143.02,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.2947
62772,2,2) $100 - $200,118.82,1,0,Surburban,0,Web,No E-Mail,6,0,0.0155
62773,9,4) $350 - $500,435.37,1,1,Surburban,1,Web,Mens E-Mail,5,0,0.1887
62774,4,2) $100 - $200,113.37,0,1,Urban,1,Phone,No E-Mail,5,0,0.0208
62775,9,5) $500 - $750,509,0,1,Rural,1,Web,No E-Mail,5,0,0.1004
62776,6,3) $200 - $350,260.43,1,0,Urban,1,Multichannel,Mens E-Mail,2,0,0.295
62777,8,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,6,0,0.0009
62778,2,3) $200 - $350,278.49,1,1,Urban,1,Phone,Mens E-Mail,5,0,0.3256
62779,4,3) $200 - $350,346.53,1,0,Urban,1,Web,No E-Mail,6,0,0.0101
62780,2,1) $0 - $100,69.61,1,0,Surburban,1,Web,No E-Mail,6,0,0.0106
62781,6,1) $0 - $100,98.35,1,0,Rural,0,Web,No E-Mail,6,0,0.0131
62782,5,2) $100 - $200,160.5,0,1,Urban,0,Web,Womens E-Mail,1,0,0.1206
62783,10,3) $200 - $350,222.89,1,0,Urban,1,Multichannel,No E-Mail,6,0,0.0034
62784,7,3) $200 - $350,240.97,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0866
62785,1,1) $0 - $100,98.03,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0437
62786,2,3) $200 - $350,203.5,1,1,Urban,1,Web,Mens E-Mail,5,0,0.4285
62787,3,3) $200 - $350,230.34,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0748
62788,9,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0008
62789,1,2) $100 - $200,137.98,1,0,Rural,0,Phone,Mens E-Mail,2,1,0.5376
62790,11,1) $0 - $100,54.38,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0168
62791,1,"6) $750 - $1,000",973.91,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.9986
62792,3,1) $0 - $100,38.57,0,1,Rural,0,Web,Mens E-Mail,3,1,0.6396
62793,7,5) $500 - $750,530.68,1,0,Urban,1,Multichannel,No E-Mail,6,0,0.0166
62794,5,1) $0 - $100,70.66,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0108
62795,5,3) $200 - $350,262.49,1,0,Rural,0,Web,Mens E-Mail,2,1,0.5219
62796,1,1) $0 - $100,58.38,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.3391
62797,9,2) $100 - $200,132.61,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0177
62798,4,1) $0 - $100,65.33,1,0,Urban,0,Web,No E-Mail,6,0,0.0062
62799,6,3) $200 - $350,335.22,1,0,Urban,1,Phone,No E-Mail,6,0,0.0045
62800,1,1) $0 - $100,84.97,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.3072
62801,7,1) $0 - $100,46.78,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0391
62802,4,"6) $750 - $1,000",797.89,1,0,Surburban,1,Multichannel,No E-Mail,6,1,0.8259
62803,3,5) $500 - $750,540.71,1,1,Surburban,1,Phone,Mens E-Mail,5,0,0.4858
62804,3,4) $350 - $500,412.02,1,1,Surburban,1,Web,No E-Mail,11,1,0.957
62805,3,1) $0 - $100,85.23,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.2464
62806,3,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,5,0,0.0757
62807,2,1) $0 - $100,40.77,1,0,Surburban,1,Web,No E-Mail,6,0,0.0105
62808,2,2) $100 - $200,167.99,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0239
62809,10,1) $0 - $100,65.68,1,0,Surburban,0,Web,No E-Mail,6,0,0.0013
62810,8,1) $0 - $100,41.89,0,1,Urban,0,Web,Mens E-Mail,3,0,0.0608
62811,11,1) $0 - $100,92.93,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0002
62812,12,4) $350 - $500,397.61,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0126
62813,2,1) $0 - $100,72.35,0,1,Urban,0,Web,Mens E-Mail,3,0,0.4093
62814,5,3) $200 - $350,325.85,0,1,Surburban,1,Multichannel,Womens E-Mail,1,0,0.2841
62815,1,2) $100 - $200,133.07,0,1,Rural,0,Phone,No E-Mail,5,0,0.2277
62816,9,1) $0 - $100,50.6,1,0,Surburban,1,Web,No E-Mail,6,0,0.0009
62817,11,3) $200 - $350,228.24,0,1,Rural,0,Multichannel,Mens E-Mail,3,0,0.2156
62818,4,1) $0 - $100,71.91,1,0,Urban,1,Phone,No E-Mail,6,0,0.0025
62819,12,1) $0 - $100,69.85,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0003
62820,11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0009
62821,7,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5,0,0.0253
62822,6,5) $500 - $750,676.3,1,1,Urban,1,Web,Mens E-Mail,5,0,0.3828
62823,10,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,2,0,0.0505
62824,6,1) $0 - $100,78.44,1,0,Urban,0,Web,No E-Mail,6,0,0.0045
62825,5,3) $200 - $350,279.52,1,0,Surburban,1,Web,No E-Mail,6,0,0.0071
62826,1,"7) $1,000 +",1041.5,1,0,Urban,1,Phone,Womens E-Mail,4,1,0.9998
62827,4,2) $100 - $200,147.83,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0037
62828,9,3) $200 - $350,299.47,1,0,Urban,0,Multichannel,Mens E-Mail,2,0,0.1622
62829,1,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0431
62830,6,3) $200 - $350,269.76,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.3163
62831,11,1) $0 - $100,54.01,1,0,Surburban,1,Web,No E-Mail,6,0,0.0004
62832,9,1) $0 - $100,37.33,1,0,Rural,1,Phone,No E-Mail,6,0,0.0016
62833,2,4) $350 - $500,357.04,0,1,Surburban,0,Multichannel,No E-Mail,5,1,0.6577
62834,1,5) $500 - $750,556.08,1,1,Rural,1,Multichannel,Womens E-Mail,5,1,0.8763
62835,10,5) $500 - $750,617.37,1,0,Surburban,1,Web,No E-Mail,6,0,0.0051
62836,5,1) $0 - $100,74.04,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0115
62837,10,4) $350 - $500,378.7,0,1,Urban,0,Multichannel,Womens E-Mail,1,0,0.3517
62838,10,1) $0 - $100,54.22,1,0,Urban,1,Phone,No E-Mail,6,0,0.0005
62839,2,"6) $750 - $1,000",980.69,1,0,Surburban,1,Phone,No E-Mail,6,1,0.8768
62840,5,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0958
62841,9,2) $100 - $200,138.11,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0031
62842,10,1) $0 - $100,54.48,1,0,Rural,0,Phone,Mens E-Mail,2,0,0.0753
62843,10,1) $0 - $100,53.89,0,1,Rural,0,Web,No E-Mail,5,0,0.0325
62844,2,3) $200 - $350,231.66,1,0,Surburban,1,Web,No E-Mail,6,0,0.0238
62845,7,4) $350 - $500,449.64,0,1,Surburban,0,Web,No E-Mail,5,0,0.1813
62846,10,3) $200 - $350,272.66,1,1,Surburban,1,Multichannel,Womens E-Mail,5,0,0.0684
62847,7,2) $100 - $200,101.5,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0735
62848,6,3) $200 - $350,217.44,1,0,Urban,0,Multichannel,Womens E-Mail,4,0,0.0639
62849,10,1) $0 - $100,98.88,1,0,Rural,1,Phone,No E-Mail,6,0,0.0015
62850,10,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.0333
62851,8,2) $100 - $200,106.73,0,1,Rural,1,Web,No E-Mail,5,0,0.0239
62852,2,1) $0 - $100,53.75,1,0,Surburban,0,Web,No E-Mail,6,0,0.016
62853,10,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,6,0,0.0013
62854,5,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,5,0,0.068
62855,2,2) $100 - $200,197.27,0,1,Surburban,1,Web,No E-Mail,5,0,0.0855
62856,2,"7) $1,000 +",1023.73,1,0,Rural,1,Phone,No E-Mail,6,1,0.9996
62857,2,2) $100 - $200,142.94,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0354
62858,2,4) $350 - $500,369.06,1,0,Rural,0,Phone,Mens E-Mail,2,1,0.8866
62859,1,3) $200 - $350,303.13,1,0,Surburban,0,Web,Mens E-Mail,2,1,0.6198
62860,4,4) $350 - $500,442.7,1,0,Surburban,1,Web,Mens E-Mail,2,1,0.5471
62861,7,2) $100 - $200,127.03,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0607
62862,10,3) $200 - $350,210.62,0,1,Urban,0,Web,No E-Mail,5,0,0.0254
62863,7,2) $100 - $200,152.82,1,0,Rural,1,Phone,No E-Mail,6,0,0.0033
62864,9,2) $100 - $200,129.92,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.003
62865,11,2) $100 - $200,156.04,0,1,Surburban,0,Phone,No E-Mail,5,0,0.0029
62866,2,4) $350 - $500,407.37,0,1,Urban,0,Phone,Mens E-Mail,3,1,0.775
62867,2,2) $100 - $200,100.68,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0372
62868,3,1) $0 - $100,46.06,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0512
